id,sortOrder,arabic,arabicPlain,transliteration,translationEn,translationUr,wordType,gender,pluralForm,rootLetters,topicCategories,chapterIntroduced,frequencyInQuran,imageKey,suggestedFilename
cmq6hkx6a008w145k7pu1o8v4,232,ثُمَّ,ثم,thumma,"then, after that",پھر، اس کے بعد,CONJUNCTION,,,,time,2,337,images/words/cmq6hkx6a008w145k7pu1o8v4.jpg,232-thumma.jpg
cmq6hkx6a008x145klwrr8jcc,233,قَرْن,قرن,qarn,"century, generation, horn",صدی، نسل,NOUN,MASCULINE,قُرُون,ق ر ن,time|quranic,5,18,images/words/cmq6hkx6a008x145klwrr8jcc.jpg,233-qarn.jpg
cmq6hkx6a008y145kqbhhcfc6,234,زَمَان,زمان,zamān,"time, era, age",زمانہ، وقت,NOUN,MASCULINE,أَزْمِنَة,ز م ن,time,3,0,images/words/cmq6hkx6a008y145kqbhhcfc6.jpg,234-zam-n.jpg
cmq6hkx6a008z145k2f8do4ev,235,الْيَوْم,اليوم,al-yawm,today,آج,ADVERB,,,ي و م,time,2,55,images/words/cmq6hkx6a008z145k2f8do4ev.jpg,235-al-yawm.jpg
cmq6hkx6a0090145k4wltg86w,236,نَجْم,نجم,najm,star,ستارہ,NOUN,MASCULINE,نُجُوم,ن ج م,nature,2,13,images/words/cmq6hkx6a0090145k4wltg86w.jpg,236-najm.jpg
cmq6hkx6a0091145khut19536,237,بَحْر,بحر,baḥr,"sea, ocean",سمندر,NOUN,MASCULINE,بِحَار,ب ح ر,nature,3,41,images/words/cmq6hkx6a0091145khut19536.jpg,237-ba-r.jpg
cmq6hkx6a0092145k4u7i9x69,238,نَهْر,نهر,nahr,river,دریا، نہر,NOUN,MASCULINE,أَنْهَار,ن ه ر,nature,2,54,images/words/cmq6hkx6a0092145k4u7i9x69.jpg,238-nahr.jpg
cmq6hkx6a0093145kk8l0b58a,239,جَبَل,جبل,jabal,mountain,پہاڑ,NOUN,MASCULINE,جِبَال,ج ب ل,nature,3,39,images/words/cmq6hkx6a0093145kk8l0b58a.jpg,239-jabal.jpg
cmq6hkx6a0094145ky57hd2j0,240,صَحْرَاء,صحراء,ṣaḥrā',desert,صحرا,NOUN,FEMININE,صَحَارَى,ص ح ر,nature,4,0,images/words/cmq6hkx6a0094145ky57hd2j0.jpg,240-a-r.jpg
cmq6hkx6b0095145kskh61gsy,241,وَادٍ,وادي,wādī,"valley, riverbed",وادی,NOUN,MASCULINE,أَوْدِيَة,و د ي,nature,4,7,images/words/cmq6hkx6b0095145kskh61gsy.jpg,241-w-d.jpg
cmq6hkx6b0096145kdaktppcv,242,رِيح,ريح,rīḥ,wind,ہوا,NOUN,FEMININE,رِيَاح,ر و ح,nature,3,29,images/words/cmq6hkx6b0096145kdaktppcv.jpg,242-r.jpg
cmq6hkx6b0097145kztpefk65,243,مَطَر,مطر,maṭar,rain,بارش,NOUN,MASCULINE,أَمْطَار,م ط ر,nature,3,10,images/words/cmq6hkx6b0097145kztpefk65.jpg,243-ma-ar.jpg
cmq6hkx6b0098145kukklb2u3,244,سَحَاب,سحاب,saḥāb,clouds,بادل,NOUN,MASCULINE,,س ح ب,nature,3,8,images/words/cmq6hkx6b0098145kukklb2u3.jpg,244-sa-b.jpg
cmq6hkx6b0099145kj4alko3p,245,حَجَر,حجر,ḥajar,"rock, stone",پتھر,NOUN,MASCULINE,أَحْجَار,ح ج ر,nature,3,8,images/words/cmq6hkx6b0099145kj4alko3p.jpg,245-ajar.jpg
cmq6hkx6b009a145kulwgba5o,246,رَمْل,رمل,raml,sand,ریت,NOUN,MASCULINE,رِمَال,ر م ل,nature,4,0,images/words/cmq6hkx6b009a145kulwgba5o.jpg,246-raml.jpg
cmq6hkx6b009b145k7itez3c8,247,تُرَاب,تراب,turāb,"soil, dust, earth",مٹی، خاک,NOUN,MASCULINE,أَتْرِبَة,ت ر ب,nature,2,20,images/words/cmq6hkx6b009b145k7itez3c8.jpg,247-tur-b.jpg
cmq6hkx6b009c145k0a4x5su0,248,ذَهَب,ذهب,dhahab,gold,سونا,NOUN,MASCULINE,,ذ ه ب,nature|marketplace,4,8,images/words/cmq6hkx6b009c145k0a4x5su0.jpg,248-dhahab.jpg
cmq6hkx6b009d145ky87bke0n,249,فِضَّة,فضة,fiḍḍa,silver,چاندی,NOUN,FEMININE,,ف ض ض,nature|marketplace,4,5,images/words/cmq6hkx6b009d145ky87bke0n.jpg,249-fi-a.jpg
cmq6hkx6b009e145kef1w7s0s,250,حَدِيد,حديد,ḥadīd,iron,لوہا,NOUN,MASCULINE,,ح د د,nature,5,6,images/words/cmq6hkx6b009e145kef1w7s0s.jpg,250-ad-d.jpg
cmq6hkx6b009f145k90ystm7f,251,أَسَد,اسد,asad,lion,شیر,NOUN,MASCULINE,أُسُود,أ س د,nature,5,1,images/words/cmq6hkx6b009f145k90ystm7f.jpg,251-asad.jpg
cmq6hkx6b009g145kipxzls7t,252,حِصَان,حصان,ḥiṣān,horse,گھوڑا,NOUN,MASCULINE,خُيُول,ح ص ن,nature|travel,4,4,images/words/cmq6hkx6b009g145kipxzls7t.jpg,252-i-n.jpg
cmq6hkx6b009h145ktrctv8he,253,بَقَرَة,بقرة,baqara,"cow, heifer",گائے,NOUN,FEMININE,بَقَر,ب ق ر,nature|food,3,9,images/words/cmq6hkx6b009h145ktrctv8he.jpg,253-baqara.jpg
cmq6hkx6b009i145knt55guby,254,طَيْر,طير,ṭayr,bird,پرندہ,NOUN,MASCULINE,طُيُور,ط ي ر,nature,3,22,images/words/cmq6hkx6b009i145knt55guby.jpg,254-ayr.jpg
cmq6hkx6b009j145kdd95a6i2,255,نَحْل,نحل,naḥl,bees,شہد کی مکھیاں,NOUN,MASCULINE,,ن ح ل,nature,5,2,images/words/cmq6hkx6b009j145kdd95a6i2.jpg,255-na-l.jpg
cmq6hkx6b009k145k9dnqj3o5,256,زَهْرَة,زهرة,zahra,"flower, blossom",پھول,NOUN,FEMININE,زُهُور,ز ه ر,nature,3,1,images/words/cmq6hkx6b009k145k9dnqj3o5.jpg,256-zahra.jpg
cmq6hkx6b009l145kdxv1yugf,257,ثَمَرَة,ثمرة,thamara,"fruit, result",پھل، نتیجہ,NOUN,FEMININE,ثَمَرَات,ث م ر,nature|food,3,24,images/words/cmq6hkx6b009l145kdxv1yugf.jpg,257-thamara.jpg
cmq6hkx6b009m145kk8pkd295,258,نَبَات,نبات,nabāt,"plant, vegetation",پودا، نباتات,NOUN,MASCULINE,نَبَاتَات,ن ب ت,nature,4,7,images/words/cmq6hkx6b009m145kk8pkd295.jpg,258-nab-t.jpg
cmq6hkx6b009n145k5dfz0ekm,259,نَار,نار,nār,"fire, hellfire",آگ، جہنم,NOUN,FEMININE,نِيرَان,ن و ر,nature|quranic,2,145,images/words/cmq6hkx6b009n145k5dfz0ekm.jpg,259-n-r.jpg
cmq6hkx6b009o145kbosnc1ie,260,بَرْق,برق,barq,"lightning, flash",بجلی، چمک,NOUN,MASCULINE,بُرُوق,ب ر ق,nature,4,5,images/words/cmq6hkx6b009o145kbosnc1ie.jpg,260-barq.jpg
cmq6hkx6b009p145klipxqnbi,261,رَعْد,رعد,ra'd,thunder,گرج,NOUN,MASCULINE,,ر ع د,nature,4,2,images/words/cmq6hkx6b009p145klipxqnbi.jpg,261-ra-d.jpg
cmq6hkx6b009q145k7kwcinw2,262,غَابَة,غابة,ghāba,"forest, jungle",جنگل,NOUN,FEMININE,غَابَات,غ ي ب,nature,4,0,images/words/cmq6hkx6b009q145k7kwcinw2.jpg,262-gh-ba.jpg
cmq6hkx6b009r145kvz7cdgg7,263,ذِئْب,ذئب,dhi'b,wolf,بھیڑیا,NOUN,MASCULINE,ذِئَاب,ذ أ ب,nature,5,3,images/words/cmq6hkx6b009r145kvz7cdgg7.jpg,263-dhi-b.jpg
cmq6hkx6b009s145kdvaxfbey,264,نَمْل,نمل,naml,ants,چیونٹیاں,NOUN,MASCULINE,,ن م ل,nature,5,2,images/words/cmq6hkx6b009s145kdvaxfbey.jpg,264-naml.jpg
cmq6hkx6b009t145kbfub4hej,265,غَنَم,غنم,ghanam,"sheep, flock",بھیڑ، ریوڑ,NOUN,MASCULINE,,غ ن م,nature|food,4,4,images/words/cmq6hkx6b009t145kbfub4hej.jpg,265-ghanam.jpg
cmq6hkx6b009u145kbc85tu1e,266,جَمَل,جمل,jamal,camel,اونٹ,NOUN,MASCULINE,جِمَال,ج م ل,nature|travel,4,5,images/words/cmq6hkx6b009u145kbc85tu1e.jpg,266-jamal.jpg
cmq6hkx6b009v145kasc7s9xs,267,خَشَب,خشب,khashab,"wood, timber",لکڑی,NOUN,MASCULINE,أَخْشَاب,خ ش ب,nature,4,2,images/words/cmq6hkx6b009v145kasc7s9xs.jpg,267-khashab.jpg
cmq6hkx6b009w145kgyj4hrcv,268,زَرْع,زرع,zar',"crops, cultivation, planting",کھیتی، فصل,NOUN,MASCULINE,زُرُوع,ز ر ع,nature,4,11,images/words/cmq6hkx6b009w145kgyj4hrcv.jpg,268-zar.jpg
cmq6hkx6b009x145kh7fgpfnh,269,بَذْرَة,بذرة,badhara,seed,بیج,NOUN,FEMININE,بُذُور,ب ذ ر,nature,5,0,images/words/cmq6hkx6b009x145kh7fgpfnh.jpg,269-badhara.jpg
cmq6hkx6b009y145k332flnzv,270,ظُلْمَة,ظلمة,ẓulma,darkness,اندھیرا,NOUN,FEMININE,ظُلُمَات,ظ ل م,nature|quranic,3,23,images/words/cmq6hkx6b009y145k332flnzv.jpg,270-ulma.jpg
cmq6hkx6b009z145kcatzeafz,271,مَوْج,موج,mawj,wave,لہر,NOUN,MASCULINE,أَمْوَاج,م و ج,nature,5,4,images/words/cmq6hkx6b009z145kcatzeafz.jpg,271-mawj.jpg
cmq6hkx6b00a0145kjmy8p3h0,272,ثَلْج,ثلج,thalj,"snow, ice",برف,NOUN,MASCULINE,,ث ل ج,nature,5,1,images/words/cmq6hkx6b00a0145kjmy8p3h0.jpg,272-thalj.jpg
cmq6hkx6b00a1145kg00n7ef5,273,جَنَّة,جنة,janna,"garden, paradise",جنت، باغ,NOUN,FEMININE,جَنَّات,ج ن ن,nature|quranic|worship,1,147,images/words/cmq6hkx6b00a1145kg00n7ef5.jpg,273-janna.jpg
cmq6hkx6b00a2145kylj3n5op,274,دُخَان,دخان,dukhān,smoke,دھواں,NOUN,MASCULINE,,د خ ن,nature,5,2,images/words/cmq6hkx6b00a2145kylj3n5op.jpg,274-dukh-n.jpg
cmq6hkx6b00a3145koadgbv8j,275,إِيمَان,ايمان,īmān,"faith, belief",ایمان,NOUN,MASCULINE,,أ م ن,worship|quranic,1,45,images/words/cmq6hkx6b00a3145koadgbv8j.jpg,275-m-n.jpg
cmq6hkx6b00a4145krdl130wi,276,إِسْلَام,اسلام,islām,"Islam, submission to Allah",اسلام,NOUN,MASCULINE,,س ل م,worship|quranic,1,8,images/words/cmq6hkx6b00a4145krdl130wi.jpg,276-isl-m.jpg
cmq6hkx6b00a5145kq1i3s93a,277,تَسْبِيح,تسبيح,tasbīḥ,glorification (SubhanAllah),تسبیح,NOUN,MASCULINE,,س ب ح,worship,3,0,images/words/cmq6hkx6b00a5145kq1i3s93a.jpg,277-tasb.jpg
cmq6hkx6b00a6145kut7tmw7u,278,تَكْبِير,تكبير,takbīr,magnification (Allahu Akbar),تکبیر,NOUN,MASCULINE,,ك ب ر,worship|masjid,3,0,images/words/cmq6hkx6b00a6145kut7tmw7u.jpg,278-takb-r.jpg
cmq6hkx6b00a7145kanffvsrk,279,رَكَعَ,ركع,raka'a,he bowed (in prayer),رکوع کیا,VERB_PAST,,,ر ك ع,worship,3,8,images/words/cmq6hkx6b00a7145kanffvsrk.jpg,279-raka-a.jpg
cmq6hkx6b00a8145kz03f7pdi,280,سَجَدَ,سجد,sajada,he prostrated,سجدہ کیا,VERB_PAST,,,س ج د,worship,3,25,images/words/cmq6hkx6b00a8145kz03f7pdi.jpg,280-sajada.jpg
cmq6hkx6b00a9145koleuf5z9,281,رَكْعَة,ركعة,rak'a,unit of prayer,رکعت,NOUN,FEMININE,رَكَعَات,ر ك ع,worship,4,0,images/words/cmq6hkx6b00a9145koleuf5z9.jpg,281-rak-a.jpg
cmq6hkx6b00aa145kzq4gs0rw,282,سَجْدَة,سجدة,sajda,prostration,سجدہ,NOUN,FEMININE,سَجَدَات,س ج د,worship,3,11,images/words/cmq6hkx6b00aa145kzq4gs0rw.jpg,282-sajda.jpg
cmq6hkx6b00ab145kjgnswndk,283,وُضُوء,وضوء,wuḍū',"ablution, ritual washing",وضو,NOUN,MASCULINE,,و ض أ,worship,3,0,images/words/cmq6hkx6b00ab145kjgnswndk.jpg,283-wu.jpg
cmq6hkx6b00ac145kidkoa6cv,284,غُسْل,غسل,ghusl,"ritual bath, washing",غسل,NOUN,MASCULINE,أَغْسَال,غ س ل,worship,4,1,images/words/cmq6hkx6b00ac145kidkoa6cv.jpg,284-ghusl.jpg
cmq6hkx6b00ad145k0rytujbc,285,طَهَارَة,طهارة,ṭahāra,"purity, cleanliness",طہارت، پاکیزگی,NOUN,FEMININE,,ط ه ر,worship,3,0,images/words/cmq6hkx6b00ad145k0rytujbc.jpg,285-ah-ra.jpg
cmq6hkx6b00ae145kmh77ybep,286,نِيَّة,نية,niyya,intention,نیت,NOUN,FEMININE,نِيَّات,ن و ي,worship,3,0,images/words/cmq6hkx6b00ae145kmh77ybep.jpg,286-niyya.jpg
cmq6hkx6b00af145kly526zzq,287,تِلَاوَة,تلاوة,tilāwa,recitation (of Quran),تلاوت,NOUN,FEMININE,,ت ل و,worship,3,3,images/words/cmq6hkx6b00af145kly526zzq.jpg,287-til-wa.jpg
cmq6hkx6b00ag145keawdjxqn,288,حِفْظ,حفظ,ḥifẓ,"memorization, preservation",حفظ,NOUN,MASCULINE,,ح ف ظ,worship|school,3,5,images/words/cmq6hkx6b00ag145keawdjxqn.jpg,288-if.jpg
cmq6hkx6b00ah145k96rg7oo2,289,خُشُوع,خشوع,khushū',"humility, devotion in prayer",خشوع، عاجزی,NOUN,MASCULINE,,خ ش ع,worship,4,5,images/words/cmq6hkx6b00ah145k96rg7oo2.jpg,289-khush.jpg
cmq6hkx6b00ai145kgti2qbpw,290,إِخْلَاص,اخلاص,ikhlāṣ,"sincerity, devotion",اخلاص,NOUN,MASCULINE,,خ ل ص,worship,4,2,images/words/cmq6hkx6b00ai145kgti2qbpw.jpg,290-ikhl.jpg
cmq6hkx6b00aj145kl9q9i3ix,291,تَوْبَة,توبة,tawba,"repentance, turning back to Allah",توبہ,NOUN,FEMININE,تَوْبَات,ت و ب,worship,3,11,images/words/cmq6hkx6b00aj145kl9q9i3ix.jpg,291-tawba.jpg
cmq6hkx6b00ak145kli25rmyb,292,اسْتِغْفَار,استغفار,istighfār,seeking forgiveness,استغفار,NOUN,MASCULINE,,غ ف ر,worship,4,0,images/words/cmq6hkx6b00ak145kli25rmyb.jpg,292-istighf-r.jpg
cmq6hkx6b00al145kf72m2ppb,293,مَغْفِرَة,مغفرة,maghfira,"forgiveness, pardon",مغفرت، بخشش,NOUN,FEMININE,,غ ف ر,worship|quranic,3,38,images/words/cmq6hkx6b00al145kf72m2ppb.jpg,293-maghfira.jpg
cmq6hkx6b00am145kpoz83vmk,294,رَحْمَة,رحمة,raḥma,"mercy, compassion",رحمت,NOUN,FEMININE,رَحَمَات,ر ح م,worship|quranic,1,79,images/words/cmq6hkx6b00am145kpoz83vmk.jpg,294-ra-ma.jpg
cmq6hkx6b00an145kimt30sg3,295,نِعْمَة,نعمة,ni'ma,"blessing, favor, bounty",نعمت,NOUN,FEMININE,نِعَم,ن ع م,worship|quranic,2,55,images/words/cmq6hkx6b00an145kimt30sg3.jpg,295-ni-ma.jpg
cmq6hkx6b00ao145kpcrb4h9j,296,شُكْر,شكر,shukr,"gratitude, thanks",شکر,NOUN,MASCULINE,,ش ك ر,worship,3,16,images/words/cmq6hkx6b00ao145kpcrb4h9j.jpg,296-shukr.jpg
cmq6hkx6b00ap145kn4cxt0np,297,صَبْر,صبر,ṣabr,"patience, steadfastness",صبر,NOUN,MASCULINE,,ص ب ر,worship|quranic,2,45,images/words/cmq6hkx6b00ap145kn4cxt0np.jpg,297-abr.jpg
cmq6hkx6b00aq145k5ozvlmad,298,تَوَكُّل,توكل,tawakkul,"reliance on Allah, trust in Allah",توکل,NOUN,MASCULINE,,و ك ل,worship,4,0,images/words/cmq6hkx6b00aq145k5ozvlmad.jpg,298-tawakkul.jpg
cmq6hkx6b00ar145kkez9o3kf,299,تَقْوَى,تقوى,taqwā,"God-consciousness, piety",تقوی,NOUN,FEMININE,,و ق ي,worship|quranic,2,18,images/words/cmq6hkx6b00ar145kkez9o3kf.jpg,299-taqw.jpg
cmq6hkx6b00as145kygl7wkl0,300,جِهَاد,جهاد,jihād,"striving, struggle (in the way of Allah)",جہاد,NOUN,MASCULINE,,ج ه د,worship|quranic,5,14,images/words/cmq6hkx6b00as145kygl7wkl0.jpg,300-jih-d.jpg
cmq6hkx6b00at145k6n8aabcf,301,أُخُوَّة,اخوة,ukhuwwa,"brotherhood, fraternity",اخوت، بھائی چارہ,NOUN,FEMININE,,أ خ و,worship,4,0,images/words/cmq6hkx6b00at145k6n8aabcf.jpg,301-ukhuwwa.jpg
cmq6hkx6b00au145k1aibobl3,302,عُمْرَة,عمرة,'umra,lesser pilgrimage,عمرہ,NOUN,FEMININE,,ع م ر,worship|travel,5,2,images/words/cmq6hkx6b00au145k1aibobl3.jpg,302-umra.jpg
cmq6hkx6b00av145kr2v4iiw7,303,إِحْرَام,احرام,iḥrām,"pilgrim state, sacred garment",احرام,NOUN,MASCULINE,,ح ر م,worship|travel,5,0,images/words/cmq6hkx6b00av145kr2v4iiw7.jpg,303-i-r-m.jpg
cmq6hkx6b00aw145ksqwlezn0,304,كَعْبَة,كعبة,ka'ba,the Kaaba,کعبہ,PROPER_NOUN,FEMININE,,ك ع ب,worship|travel|masjid,5,2,images/words/cmq6hkx6b00aw145ksqwlezn0.jpg,304-ka-ba.jpg
cmq6hkx6b00ax145kx4gszppq,305,جُمُعَة,جمعة,jumu'a,"Friday, congregation",جمعہ,NOUN,FEMININE,,ج م ع,worship|masjid,3,1,images/words/cmq6hkx6b00ax145kx4gszppq.jpg,305-jumu-a.jpg
cmq6hkx6b00ay145ksxacr0jr,306,فَرِيضَة,فريضة,farīḍa,"obligation, duty",فرض، واجب,NOUN,FEMININE,فَرَائِض,ف ر ض,worship,4,4,images/words/cmq6hkx6b00ay145ksxacr0jr.jpg,306-far-a.jpg
cmq6hkx6b00az145k8azev24y,307,سُنَّة,سنة,sunna,"prophetic tradition, way",سنت,NOUN,FEMININE,سُنَن,س ن ن,worship,4,15,images/words/cmq6hkx6b00az145k8azev24y.jpg,307-sunna.jpg
cmq6hkx6b00b0145klnytabzd,308,حَلَال,حلال,ḥalāl,"lawful, permitted",حلال,ADJECTIVE,,,ح ل ل,worship,3,6,images/words/cmq6hkx6b00b0145klnytabzd.jpg,308-al-l.jpg
cmq6hkx6b00b1145ka2w8xs4r,309,حَرَام,حرام,ḥarām,"forbidden, sacred",حرام,ADJECTIVE,,,ح ر م,worship,3,32,images/words/cmq6hkx6b00b1145ka2w8xs4r.jpg,309-ar-m.jpg
cmq6hkx6b00b2145kihotrwfe,310,صَدَقَة,صدقة,ṣadaqa,voluntary charity,صدقہ,NOUN,FEMININE,صَدَقَات,ص د ق,worship,3,15,images/words/cmq6hkx6b00b2145kihotrwfe.jpg,310-adaqa.jpg
cmq6hkx6b00b3145k95jjpri2,311,ذِكْر,ذكر,dhikr,"remembrance, mention",ذکر,NOUN,MASCULINE,أَذْكَار,ذ ك ر,worship|quranic,2,292,images/words/cmq6hkx6b00b3145k95jjpri2.jpg,311-dhikr.jpg
cmq6hkx6b00b4145kmft3uxsq,312,عِبَادَة,عبادة,'ibāda,"worship, devotion",عبادت,NOUN,FEMININE,,ع ب د,worship|quranic,1,9,images/words/cmq6hkx6b00b4145kmft3uxsq.jpg,312-ib-da.jpg
cmq6hkx6b00b5145kqxio46mj,313,شَهَادَة,شهادة,shahāda,"testimony, witnessing, martyrdom",شہادت,NOUN,FEMININE,شَهَادَات,ش ه د,worship|quranic,3,37,images/words/cmq6hkx6b00b5145kqxio46mj.jpg,313-shah-da.jpg
cmq6hkx6b00b6145k4hw2qkxn,314,عَدْل,عدل,'adl,"justice, fairness",عدل، انصاف,NOUN,MASCULINE,,ع د ل,worship|quranic,4,28,images/words/cmq6hkx6b00b6145k4hw2qkxn.jpg,314-adl.jpg
cmq6hkx6b00b7145kwxcy7cd5,315,أَمَانَة,امانة,amāna,"trust, honesty, integrity",امانت,NOUN,FEMININE,أَمَانَات,أ م ن,worship|quranic,4,6,images/words/cmq6hkx6b00b7145kwxcy7cd5.jpg,315-am-na.jpg
cmq6hkx6b00b8145kywha5mto,316,حَيَاء,حياء,ḥayā',"modesty, shyness",حیا,NOUN,MASCULINE,,ح ي و,worship,5,0,images/words/cmq6hkx6b00b8145kywha5mto.jpg,316-ay.jpg
cmq6hkx6b00b9145knma4h85k,317,كَرَم,كرم,karam,"generosity, nobility",کرم، سخاوت,NOUN,MASCULINE,,ك ر م,worship,4,0,images/words/cmq6hkx6b00b9145knma4h85k.jpg,317-karam.jpg
cmq6hkx6b00ba145kj4qh5553,318,رَجَاء,رجاء,rajā',"hope, expectation",امید، رجاء,NOUN,MASCULINE,,ر ج و,worship|quranic,4,2,images/words/cmq6hkx6b00ba145kj4qh5553.jpg,318-raj.jpg
cmq6hkx6b00bb145kp3ktdrr0,319,خَيْر,خير,khayr,"good, goodness, better",خیر، بھلائی,NOUN,MASCULINE,خَيْرَات,خ ي ر,worship|quranic,1,176,images/words/cmq6hkx6b00bb145kp3ktdrr0.jpg,319-khayr.jpg
cmq6hkx6b00bc145k05tmv1aj,320,شَرّ,شر,sharr,"evil, harm, worse",شر، برائی,NOUN,MASCULINE,,ش ر ر,worship|quranic,3,42,images/words/cmq6hkx6b00bc145k05tmv1aj.jpg,320-sharr.jpg
cmq6hkx6b00bd145ks40a26y3,321,بِرّ,بر,birr,"righteousness, kindness, piety",نیکی، بر,NOUN,MASCULINE,,ب ر ر,worship|quranic,4,20,images/words/cmq6hkx6b00bd145ks40a26y3.jpg,321-birr.jpg
cmq6hkx6b00be145kaif9lrd5,322,وَقْف,وقف,waqf,"religious endowment, waqf",وقف,NOUN,MASCULINE,أَوْقَاف,و ق ف,worship,6,0,images/words/cmq6hkx6b00be145kaif9lrd5.jpg,322-waqf.jpg
cmq6hkx6b00bf145k5mohvftu,323,إِقَامَة,اقامة,iqāma,"iqama, second call to prayer",اقامہ,NOUN,FEMININE,,ق و م,worship|masjid,4,0,images/words/cmq6hkx6b00bf145k5mohvftu.jpg,323-iq-ma.jpg
cmq6hkx6b00bg145k0km5sl19,324,مُصَلَّى,مصلى,muṣallā,"prayer mat, prayer area",مصلی، جائے نماز,NOUN,MASCULINE,مُصَلَّيَات,ص ل و,worship|masjid,4,1,images/words/cmq6hkx6b00bg145k0km5sl19.jpg,324-mu-all.jpg
cmq6hkx6b00bh145kqlvvs3l4,325,تَهَجُّد,تهجد,tahajjud,"night prayer, tahajjud",تہجد,NOUN,MASCULINE,,ه ج د,worship,5,1,images/words/cmq6hkx6b00bh145kqlvvs3l4.jpg,325-tahajjud.jpg
cmq6hkx6b00bi145kzv04emq1,326,فَلَاح,فلاح,falāḥ,"success, salvation",فلاح، کامیابی,NOUN,MASCULINE,,ف ل ح,worship|quranic,3,8,images/words/cmq6hkx6b00bi145kzv04emq1.jpg,326-fal.jpg
cmq6hkx6b00bj145k9sm7waxq,327,إِحْسَان,احسان,iḥsān,"excellence, doing good",احسان,NOUN,MASCULINE,,ح س ن,worship|quranic,3,7,images/words/cmq6hkx6b00bj145k9sm7waxq.jpg,327-i-s-n.jpg
cmq6hkx6b00bk145kcr7uh3ub,328,قُرْآن,قران,qur'ān,the Quran,قرآن,PROPER_NOUN,MASCULINE,,ق ر أ,worship|quranic|masjid,1,70,images/words/cmq6hkx6b00bk145kcr7uh3ub.jpg,328-qur-n.jpg
cmq6hkx6b00bl145kmmpwvqq8,329,حَدِيث,حديث,ḥadīth,"hadith, speech, new",حدیث، نئی بات,NOUN,MASCULINE,أَحَادِيث,ح د ث,worship|school,4,40,images/words/cmq6hkx6b00bl145kmmpwvqq8.jpg,329-ad-th.jpg
cmq6hkx6b00bm145ksntxnbhb,330,فِقْه,فقه,fiqh,"Islamic jurisprudence, understanding",فقہ,NOUN,MASCULINE,,ف ق ه,worship|school,6,0,images/words/cmq6hkx6b00bm145ksntxnbhb.jpg,330-fiqh.jpg
cmq6hkx6b00bn145kmc1bfvm8,331,اللَّه,الله,allāh,"Allah, God",اللہ,PROPER_NOUN,MASCULINE,,أ ل ه,quranic|worship,1,2699,images/words/cmq6hkx6b00bn145kmc1bfvm8.jpg,331-all-h.jpg
cmq6hkx6b00bo145ko3h1veo0,332,حَمْد,حمد,ḥamd,"praise, gratitude",حمد، تعریف,NOUN,MASCULINE,,ح م د,quranic|worship,1,43,images/words/cmq6hkx6b00bo145ko3h1veo0.jpg,332-amd.jpg
cmq6hkx6b00bp145kamx7ar3l,333,عَالَمِين,عالمين,'ālamīn,"the worlds, all of creation",عالمین، تمام جہان,NOUN,MASCULINE,,ع ل م,quranic,1,73,images/words/cmq6hkx6b00bp145kamx7ar3l.jpg,333-lam-n.jpg
cmq6hkx6b00bq145kexk4bu1b,334,دِين,دين,dīn,"religion, way of life, Day of Judgment",دین، مذہب، جزا,NOUN,MASCULINE,أَدْيَان,د ي ن,quranic|worship,1,94,images/words/cmq6hkx6b00bq145kexk4bu1b.jpg,334-d-n.jpg
cmq6hkx6b00br145ke1fvom46,335,مَالِك,مالك,mālik,"owner, master, possessor",مالک,NOUN,MASCULINE,مَالِكُون,م ل ك,quranic,1,24,images/words/cmq6hkx6b00br145ke1fvom46.jpg,335-m-lik.jpg
cmq6hkx6b00bs145krgwk4wvf,336,هُدًى,هدى,hudan,guidance,ہدایت,NOUN,MASCULINE,,ه د ي,quranic|worship,1,80,images/words/cmq6hkx6b00bs145krgwk4wvf.jpg,336-hudan.jpg
cmq6hkx6b00bt145kk60go4nv,337,صِرَاط,صراط,ṣirāṭ,"path, way, road",صراط، راستہ,NOUN,MASCULINE,,ص ر ط,quranic,1,45,images/words/cmq6hkx6b00bt145kk60go4nv.jpg,337-ir.jpg
cmq6hkx6b00bu145kbcb8vn3y,338,مُسْتَقِيم,مستقيم,mustaqīm,"straight, upright, correct",سیدھا، مستقیم,ADJECTIVE,MASCULINE,,ق و م,quranic,1,33,images/words/cmq6hkx6b00bu145kbcb8vn3y.jpg,338-mustaq-m.jpg
cmq6hkx6b00bv145kua42hjzj,339,غَيْب,غيب,ghayb,"the unseen, the hidden",غیب,NOUN,MASCULINE,,غ ي ب,quranic,2,49,images/words/cmq6hkx6b00bv145kua42hjzj.jpg,339-ghayb.jpg
cmq6hkx6b00bw145kykjlwok0,340,رَيْب,ريب,rayb,"doubt, uncertainty",شک، ریب,NOUN,MASCULINE,,ر ي ب,quranic,2,14,images/words/cmq6hkx6b00bw145kykjlwok0.jpg,340-rayb.jpg
cmq6hkx6b00bx145kwg6w8jtu,341,عَذَاب,عذاب,'adhāb,"punishment, torment",عذاب,NOUN,MASCULINE,أَعْذِبَة,ع ذ ب,quranic,3,322,images/words/cmq6hkx6b00bx145kwg6w8jtu.jpg,341-adh-b.jpg
cmq6hkx6b00by145kx36triqu,342,قِيَامَة,قيامة,qiyāma,"the Resurrection, Day of Judgment",قیامت,NOUN,FEMININE,,ق و م,quranic,3,70,images/words/cmq6hkx6b00by145kx36triqu.jpg,342-qiy-ma.jpg
