scope,isInVocabularyWord,vocabId,vocabSortOrder,arPlain,arabic,transliteration,translationEn,translationUr,discoverType,discoverMentionCount,firstFixture,discoverImageUrl,vocabImageUrl,recommendedImageTarget
discover_card_only,no,,,هن يسبقن,هُنَّ يُسَابِقْنَ,hunna yusābiqna,They (f.) compete.,وہ (عورتیں) مقابلہ کرتی ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-03.json,,,images/discover/هن-يسبقن.jpg
discover_card_only,no,,,ان المؤمنات جاءت بفاحمة مبطنة,إِنَّ الْمُؤْمِنَاتِ جَاءَتْ بِفَاحِمَةٍ مُّبْطِنَةٍ,inna al-mu'minaati ja'at bi-faahimatin mubtinatin,The believing women came with an evident sin.,مومنہ عورتیں کھلی بڑی گناہ لے کر آئیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-04.json,,,images/discover/ان-المؤمنات-جاءت-بفاحمة-مبطنة.jpg
discover_card_only,no,,,اني لا اخاف عليكم وانه لا يخاف اصحاب الكهف,إِنِّي لَا أَخَافُ عَلَيْكُمْ وَإِنَّهُ لَا يَخَافُ أَصْحَابُ الْكَهْفِ,innii laa akhaafu 'alaykum wa innahu laa yakhafu ashaabu al-kahfi,"I do not fear for you, and indeed the companions of the Cave do not fear.",میں تمہارے لیے ڈر نہیں رکھتا اور بیشک اصحاب کہف ڈرنے والے نہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-04.json,,,images/discover/اني-لا-اخاف-عليكم-وانه-لا-يخاف-اصحاب-الكهف.jpg
discover_card_only,no,,,ولياتش الذين لو تركوا من خلفهم ذرية ضعافا,وَلْيَخْشَ الَّذِينَ لَوْ تَرَكُوا مِنْ خَلْفِهِمْ ذُرِّيَّةً ضِعَافًا,wal-yakhsha alladhina law tarakoo min khalfihim dhurriyyatan di'aafan,"Let those fear who, if they left behind them weak offspring.",جن لوگوں کو ڈرنا چاہیے اگر وہ اپنے پیچھے کمزور اولاد چھوڑ جائیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-04.json,,,images/discover/ولياتش-الذين-لو-تركوا-من-خلفهم-ذرية-ضعافا.jpg
discover_card_only,no,,,وما خلقت الجن والانس الا ليعبدون,وَمَا خَلَقْتُ الْجِنَّ وَالْإِنْسَ إِلَّا لِيَعْبُدُونِ,wa maa khalaqtu al-jinna wal-insa illaa liya'budooni,I did not create jinn and humans except to worship Me.,میں نے جن اور انس کو صرف اس لیے پیدا کیا کہ وہ میری عبادت کریں۔,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-37-lesson-04.json,,,images/discover/وما-خلقت-الجن-والانس-الا-ليعبدون.jpg
discover_card_only,no,,,المرأة المسلمة تصلي ثلاث مرات,الْمَرْأَةُ الْمُسْلِمَةُ تُصَلِّي ثَلَاثَ مَرَّاتٍ,al-mar'atu al-muslimatu tushallii thalaatha marraatin,The Muslim woman prays three times.,مسلمان عورت تین وقت نماز پڑھتی ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-05.json,,,images/discover/المراة-المسلمة-تصلي-ثلاث-مرات.jpg
discover_card_only,no,,,انت سيدة المؤمنات,أَنْتِ سَيِّدَةُ الْمُؤْمِنَاتِ,anti sayyidatu al-mu'minaati,You (f.) are the leader of the believing women.,تم مومنہ عورتوں کی سردار ہو۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-05.json,,,images/discover/انت-سيدة-المؤمنات.jpg
discover_card_only,no,,,من يسلم على المؤمنات,مَنْ يُسَلِّمْ عَلَى الْمُؤْمِنَاتِ؟,man yusallim 'ala al-mu'minaati?,Who greets the believing women?,کون مومنہ عورتوں کو سلام کرتا ہے؟,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-05.json,,,images/discover/من-يسلم-علي-المؤمنات.jpg
discover_card_only,no,,,هن يسبقن الايمان,هُنَّ يُسَابِقْنَ الْإِيمَانَ,hunna yusābiqna al-īmāna,They (f.) race in faith.,وہ (عورتیں) ایمان میں مقابلہ کرتی ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-37-lesson-05.json,,,images/discover/هن-يسبقن-الايمان.jpg
discover_card_only,no,,,القرآنان,الْقُرْآنَانِ,al-qur'aanani,the two Mushafs,دو قرآن,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-01.json,,,images/discover/القرانان.jpg
discover_card_only,no,,,المسلمان,الْمُسْلِمَانِ,al-muslimaani,the two Muslims (m.),دو مسلمان,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-01.json,,,images/discover/المسلمان.jpg
discover_card_only,no,,,بكتابين,بِكِتَابَيْنِ,bi-kitaabayni,with two books,دو کتابوں کے ساتھ,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-01.json,,,images/discover/بكتابين.jpg
discover_card_only,no,,,كتابان,كِتَابَانِ,kitaabaani,two books,دو کتابیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-01.json,,,images/discover/كتابان.jpg
discover_card_only,no,,,المسلمان يذهبان,الْمُسْلِمَانِ يَذْهَبَانِ,al-muslimaani yadh-habaani,The two Muslims go.,دو مسلمان جاتے ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-02.json,,,images/discover/المسلمان-يذهبان.jpg
discover_card_only,no,,,انتما تذهبان,أَنْتُمَا تَذْهَبَانِ,antumaa tadh-habaani,You two go.,تم دو جاتے ہو۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-02.json,,,images/discover/انتما-تذهبان.jpg
discover_card_only,no,,,نحن على المسجد,نَحْنُ عَلَى الْمَسْجِدِ,nahnu 'alaa al-masjidi,We are at the masjid.,ہم مسجد پر ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-02.json,,,images/discover/نحن-علي-المسجد.jpg
discover_card_only,no,,,هما يذهبان,هُمَا يَذْهَبَانِ,humaa yadh-habaani,They two (m.) go.,وہ دو (مرد) جاتے ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-02.json,,,images/discover/هما-يذهبان.jpg
discover_card_only,no,,,المرأتان العالمتان,الْمَرْأَتَانِ الْعَالِمَتَانِ,al-mar'atayni al-'aalimayni,the two knowledgeable women,دو عالم عورتیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-03.json,,,images/discover/المراتان-العالمتان.jpg
discover_card_only,no,,,المسلمان الكريمان,الْمُسْلِمَانِ الْكَرِيمَانِ,al-muslimaani al-kariimaani,the two noble Muslims,دو شریف مسلمان,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-03.json,,,images/discover/المسلمان-الكريمان.jpg
discover_card_only,no,,,بالكتبين الجديدين,بِالْكِتَابَيْنِ الْجَدِيدَيْنِ,bi-l-kitaabayni al-jadiidayni,with the two new books,دو نئی کتابوں کے ساتھ,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-03.json,,,images/discover/بالكتبين-الجديدين.jpg
discover_card_only,no,,,كتابان جديدان,كِتَابَانِ جَدِيدَانِ,kitaabaani jadiidaani,two new books,دو نئی کتابیں,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-38-lesson-03.json,,,images/discover/كتابان-جديدان.jpg
discover_card_only,no,,,اذا جاء فتح,إِذَا جَاءَ نَصْرُ اللَّهِ وَالْفَتْحُ,izaa jaa'a nasru Allahi wal-fathu,When the victory of Allah and the opening came.,جب اللہ کی مدد اور کھولنا آیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-04.json,,,images/discover/اذا-جاء-فتح.jpg
discover_card_only,no,,,المؤمنون والمؤمنات,الْمُؤْمِنُونَ وَالْمُؤْمِنَاتُ,al-mu'minuuna wal-mu'minaatu,the believing men and women,مومن مرد اور عورتیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-04.json,,,images/discover/المؤمنون-والمؤمنات.jpg
discover_card_only,no,,,فاطمة وخديجة,فَاطِمَةُ وَخَدِيجَةُ,faatimatun wa khadiijatun,Fatima and Khadija,فاطمہ اور خدیجہ,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-04.json,,,images/discover/فاطمة-وخديجة.jpg
discover_card_only,no,,,نصر الله والفتح,نَصْرُ اللَّهِ وَالْفَتْحُ,nasru Allahi wal-fathu,the victory of Allah and the opening,اللہ کی مدد اور کھولنا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-04.json,,,images/discover/نصر-الله-والفتح.jpg
discover_card_only,no,,,المرأة العالمة يسجد لله,الْمَرْأَةُ الْعَالِمَةُ يَسْجُدُ لِلَّهِ,al-mar'atu al-'aalimatu yasjudu lillaahi,The knowledgeable woman prostrates to Allah.,عالم عورت اللہ کے آگے سجدہ کرتی ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-05.json,,,images/discover/المراة-العالمة-يسجد-لله.jpg
discover_card_only,no,,,انتن على المسجد,أَنْتُنَّ عَلَى الْمَسْجِدِ,antunna 'alaa al-masjidi,You (f. pl.) are at the masjid.,تم سب (عورتیں) مسجد پر ہو۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-05.json,,,images/discover/انتن-علي-المسجد.jpg
discover_card_only,no,,,نحن نحب العلم,نَحْنُ نُحِبُّ الْعِلْمَ,nahnu nuhibbu al-'ilma,We love knowledge.,ہم علم سے پیار کرتے ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-05.json,,,images/discover/نحن-نحب-العلم.jpg
discover_card_only,no,,,هن يسجدن لله,هُنَّ يَسْجُدْنَ لِلَّهِ,hunna yasjudna lillaahi,They (f.) prostrate to Allah.,وہ (عورتیں) اللہ کے آگے سجدہ کرتی ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-38-lesson-05.json,,,images/discover/هن-يسجدن-لله.jpg
discover_card_only,no,,,الذي اطعمهم من جوع,الَّذِي أَطْعَمَهُمْ مِنْ جُوعٍ,alladhii at'amahum min juu'in,Who fed them from hunger.,جس نے انہیں بھوکے سے کھلایا۔,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-39-lesson-01.json,,,images/discover/الذي-اطعمهم-من-جوع.jpg
discover_card_only,no,,,اليلاف قريش,لِإِيلَافِ قُرَيْشٍ,li'iilaafi qurayshin,For the security of Quraysh,قریش کی امن کے لیے,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-39-lesson-01.json,,,images/discover/اليلاف-قريش.jpg
discover_card_only,no,,,فليعبدوا رب هذا البيت,فَلْيَعْبُدُوا رَبَّ هَذَا الْبَيْتِ,fal-ya'buduu rabba haathaa al-bayti,Then let them worship the Lord of this House.,تو پھر وہ اس گھر کے رب کی عبادت کریں۔,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-39-lesson-01.json,,,images/discover/فليعبدوا-رب-هذا-البيت.jpg
discover_card_only,no,,,واواههم ان الله هو ال وهاب,وَآوَاهُمْ إِنَّ اللَّهَ هُوَ الْوَهَّابُ,wa aawwahum inna Allaha Huwa al-Wahhaabu,"And gave them refuge — indeed Allah, He is the Bestower.",اور انہیں پناہ دی — بیشک اللہ، وہی بڑا دینے والا ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-01.json,,,images/discover/واواههم-ان-الله-هو-ال-وهاب.jpg
discover_card_only,no,,,اذا سافروا في الصيف والشتاء,إِذَا سَافَرُوا فِي الصَّيْفِ وَالشِّتَاءِ,izaa saafaruu fii as-sayfi wash-shitaa'i,When they traveled in summer and winter.,جب وہ summer اور winter میں سفر کرتے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-02.json,,,images/discover/اذا-سافروا-في-الصيف-والشتاء.jpg
vocabulary_word_and_discover_card,yes,cmq6hkx690046145k5sxhze71,62,بيع,بِيعَ,bay'un,trade / sale,تجارت / فروخت,EXAMPLE,3,warsh-backend/prisma/fixtures/chapter-39-lesson-02.json,,,images/words/cmq6hkx690046145k5sxhze71.jpg
discover_card_only,no,,,في الشتاء يسخن البيع,فِي الشِّتَاءِ يَسْخَنُ الْبَيْعُ,fii ash-shitaa'i yaskhnu al-bay'u,In winter the trade becomes active.,winter میں تجارت گرم ہو جاتی ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-02.json,,,images/discover/في-الشتاء-يسخن-البيع.jpg
discover_card_only,no,,,قافلة,قَافِلَةٌ,qaafilatun,a caravan,قافلہ,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-02.json,,,images/discover/قافلة.jpg
discover_card_only,no,,,الى مكة,إِلَى مَكَّةَ,ilaa makkata,to Makkah,مکہ کی طرف,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-03.json,,,images/discover/الي-مكة.jpg
discover_card_only,no,,,من خوف,مِنْ خَوْفٍ,min khawfin,from fear,ڈر سے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-03.json,,,images/discover/من-خوف.jpg
discover_card_only,no,,,وامنهم من خوف,وَآمَنَهُمْ مِنْ خَوْفٍ,wa aamanahum min khawfin,And granted them security from fear.,اور انہیں ڈر سے امن دیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-03.json,,,images/discover/وامنهم-من-خوف.jpg
discover_card_only,no,,,الذي حملهم في البحر,الَّذِي حَمَلَهُمْ فِي الْبَحْرِ,alladhii hamalahum fii al-bahri,Who carried them by sea.,جس نے انہیں سمندر میں لے جایا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-04.json,,,images/discover/الذي-حملهم-في-البحر.jpg
discover_card_only,no,,,رحلة الشتاء والصيف,رِحْلَةُ الشِّتَاءِ وَالصَّيْفِ,rihlatu ash-shitaa'i was-sayfi,The journey of winter and summer.,شتاء اور صیف کا سفر۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-04.json,,,images/discover/رحلة-الشتاء-والصيف.jpg
discover_card_only,no,,,سوقا,سُوقًا,suuqan,to the market,بازار کو,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-04.json,,,images/discover/سوقا.jpg
discover_card_only,no,,,اطعمهم من جوع,أَطْعَمَهُمْ مِنْ جُوعٍ,at'amahum min juu'in,Fed them from hunger.,انہیں بھوکے سے کھلایا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-05.json,,,images/discover/اطعمهم-من-جوع.jpg
discover_card_only,no,,,رب هذا البيت,رَبَّ هَذَا الْبَيْتِ,rabba haathaa al-bayti,Lord of this House.,اس گھر کا رب۔,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-39-lesson-05.json,,,images/discover/رب-هذا-البيت.jpg
discover_card_only,no,,,واامنهم من خوف,وَآمَنَهُمْ مِنْ خَوْفٍ,wa aamanahum min khawfin,And granted them security from fear.,اور انہیں ڈر سے امن دیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-39-lesson-05.json,,,images/discover/واامنهم-من-خوف.jpg
discover_card_only,no,,,الكتاب الجديد المفيد,الْكِتَابُ الْجَدِيدُ الْمُفِيدُ,al-kitaabu al-jadiidu al-mufiidu,the new useful book,نئی مفید کتاب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-01.json,,,images/discover/الكتاب-الجديد-المفيد.jpg
discover_card_only,no,,,المرأة المسلمة العالمة الكريمة,الْمَرْأَةُ الْمُسْلِمَةُ الْعَالِمَةُ الْكَرِيمَةُ,al-mar'atu al-muslimahtu al-'aalimatu al-kariimatu,the knowledgeable noble Muslim woman,عالم شریف مسلمان عورت,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-01.json,,,images/discover/المراة-المسلمة-العالمة-الكريمة.jpg
discover_card_only,no,,,المسلم العالم الكريم,الْمُسْلِمُ الْعَالِمُ الْكَرِيمُ,al-muslimu al-'aalimu al-kariimu,the knowledgeable noble Muslim,عالم شریف مسلمان,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-01.json,,,images/discover/المسلم-العالم-الكريم.jpg
discover_card_only,no,,,رجل مسلم عالم كريم,رَجُلٌ مُسْلِمٌ عَالِمٌ كَرِيمٌ,rajulun muslimun 'aalimun kariimun,a knowledgeable noble Muslim man,ایک عالم شریف مسلمان آدمی,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-01.json,,,images/discover/رجل-مسلم-عالم-كريم.jpg
discover_card_only,no,,,اسم هذا الكتاب الجديد,اسْمُ هَذَا الْكِتَابِ الْجَدِيدِ,ismu haathaa al-kitaabi al-jadiidi,the name of this new book,اس نئی کتاب کا نام,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-02.json,,,images/discover/اسم-هذا-الكتاب-الجديد.jpg
discover_card_only,no,,,علم هذا الرجل الكريم,عِلْمُ هَذَا الرَّجُلِ الْكَرِيمِ,'ilmu haathaa ar-rajuli al-kariimi,the knowledge of this noble man,اس شریف آدمی کا علم,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-02.json,,,images/discover/علم-هذا-الرجل-الكريم.jpg
discover_card_only,no,,,كتاب هذا الرجل,كِتَابُ هَذَا الرَّجُلِ,kitaabu haathaa ar-rajuli,the book of this man,اس آدمی کی کتاب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-02.json,,,images/discover/كتاب-هذا-الرجل.jpg
discover_card_only,no,,,الطالب المجتهد الذي ينال العلم,الطَّالِبُ الْمُجْتَهِدُ الَّذِي يَنَالُ الْعِلْمَ,at-taalibu al-muhtahidu alladhii yanaalu al-'ilma,the diligent student who attains knowledge,محنتی طالب علم جو علم حاصل کرتا ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-03.json,,,images/discover/الطالب-المجتهد-الذي-ينال-العلم.jpg
discover_card_only,no,,,المرأة المسلمة العالمة التي تصلي,الْمَرْأَةُ الْمُسْلِمَةُ الْعَالِمَةُ الَّتِي تُصَلِّي,al-mar'atu al-muslimahtu al-'aalimatu allatii tushallii,the knowledgeable Muslim woman who prays,عالم مسلمان عورت جو نماز پڑھتی ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-03.json,,,images/discover/المراة-المسلمة-العالمة-التي-تصلي.jpg
discover_card_only,no,,,المسلمون الذين يذهبون الى المسجد,الْمُسْلِمُونَ الَّذِينَ يَذْهَبُونَ إِلَى الْمَسْجِدِ,al-muslimoona alladhina yadhhabuuna ilal-masjidi,the Muslims who go to the masjid,وہ مسلمان جو مسجد جاتے ہیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-03.json,,,images/discover/المسلمون-الذين-يذهبون-الي-المسجد.jpg
discover_card_only,no,,,رجل مسلم يقرأ القرآن,رَجُلٌ مُسْلِمٌ يَقْرَأُ الْقُرْآنَ,rajulun muslimun yaqra'u al-qur'aana,a Muslim man who reads the Quran,ایک مسلمان آدمی جو قرآن پڑھتا ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-03.json,,,images/discover/رجل-مسلم-يقرا-القران.jpg
discover_card_only,no,,,المتوكلون على الله,الْمُتَوَّكِّلُونَ عَلَى اللَّهِ,al-mutawakkiluuna 'alaa Allahi,those who rely upon Allah,جو لوگ اللہ پر بھروسہ کرتے ہیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-04.json,,,images/discover/المتوكلون-علي-الله.jpg
discover_card_only,no,,,ان الله وملائكته يصلون على النبي,إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ,inna Allaha wa malaaa'ikatahu yushalluuna 'ala an-nabiyyi,Indeed Allah and His angels send blessings upon the Prophet.,بیشک اللہ اور اس کے فرشتے نبی پر درود بھیجتے ہیں۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-04.json,,,images/discover/ان-الله-وملائكته-يصلون-علي-النبي.jpg
discover_card_only,no,,,سبح اسم ربك الاعلى,سَبِّحْ اسْمَ رَبِّكَ الْأَعْلَى,sabbih isma rabbika al-a'laa,"Glorify the name of your Lord, the Most High.",اپنے بلند ترین رب کا نام تسبیح کرو۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-04.json,,,images/discover/سبح-اسم-ربك-الاعلي.jpg
discover_card_only,no,,,اشهد ان لا اله الا الله,أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللَّه,ashhadu al-laa ilaaha illaa Allah,I bear witness that there is no deity except Allah,میں گواہی دیتا ہوں کہ اللہ کے سوا کوئی معبود نہیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-05.json,,,images/discover/اشهد-ان-لا-اله-الا-الله.jpg
discover_card_only,no,,,اللهم رب هذه الحضرة,اللَّهُمَّ رَبَّ هَذَا الْحَضْرَةِ,Allahumma rabba haathihii al-hadh-rati,"O Allah, Lord of this sacred space",اے اللہ، اس مقدس جگہ کے رب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-05.json,,,images/discover/اللهم-رب-هذه-الحضرة.jpg
discover_card_only,no,,,صلى الله وسلم على سيدنا محمد,صَلَّى اللَّهُمَّ عَلَى سَيِّدِنَا مُحَمَّدٍ,sallaa Allahumma 'alaa sayyidinaa muhammadin,May Allah send blessings upon our master Muhammad,اللہ ہمارے سردار محمد پر رحمت بھیجے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-05.json,,,images/discover/صلي-الله-وسلم-علي-سيدنا-محمد.jpg
discover_card_only,no,,,ولك الحمد رب العالمين,وَلَكَ الْحَمْدُ رَبَّ الْعَالَمِينَ,wa laka al-hamdu rabba al-'aalamiina,"And to You is all praise, Lord of all worlds",اور آپ کا شکر ہے، رب العالمین,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-40-lesson-05.json,,,images/discover/ولك-الحمد-رب-العالمين.jpg
discover_card_only,no,,,السوق,السُّوقُ,as-suqu,the market,بازار,WORD,1,warsh-backend/prisma/fixtures/chapter-41-lesson-01.json,,,images/discover/السوق.jpg
discover_card_only,no,,,الطلاب المجتهدون في المدرسة,الطُّلَّابُ الْمُجْتَهِدُونَ فِي الْمَدْرَسَةِ,at-tullaabul mujtahidoona fi al-madrasa,The diligent students are in the school,محنتی طالب علم اسکول میں ہیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-01.json,,,images/discover/الطلاب-المجتهدون-في-المدرسة.jpg
discover_card_only,no,,,ذهب الولد الى السوق,ذَهَبَ الْوَلَدُ إِلَى السُّوقِ,dhahaba al-waladu ilaa as-suq,The boy went to the market,لڑکا بازار گیا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-01.json,,,images/discover/ذهب-الولد-الي-السوق.jpg
discover_card_only,no,,,كتب المعلم رسالة,كَتَبَ الْمُعَلِّمُ رَسَالَةً,kataba al-mu'allimu risaalatan,The teacher wrote a letter,استاد نے خط لکھا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-01.json,,,images/discover/كتب-المعلم-رسالة.jpg
discover_card_only,no,,,المؤمنون الصادقون,الْمُؤْمِنُونَ الصَّادِقُونَ,al-mu'minoona as-saadiqoona,the sincere believers,سچے مومنین,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-02.json,,,images/discover/المؤمنون-الصادقون.jpg
discover_card_only,no,,,المرأة الصالحة,الْمَرْأَةُ الصَّالِحَةُ,al-mar'atu as-saalihatu,the virtuous woman,نیک عورت,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-02.json,,,images/discover/المراة-الصالحة.jpg
discover_card_only,no,,,ذهب اليه,ذَهَبَ إِلَيْهِ,dhahaba ilayhi,He went to him,وہ اس کے پاس گیا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-03.json,,,images/discover/ذهب-اليه.jpg
discover_card_only,no,,,رسالة,رِسَالَةٌ,risaalatun,a letter,ایک خط,WORD,1,warsh-backend/prisma/fixtures/chapter-41-lesson-03.json,,,images/discover/رسالة.jpg
discover_card_only,no,,,كتب الولد رسالة,كَتَبَ الْوَلَدُ رِسَالَةً,kataba al-waladu risaalatan,The boy wrote a letter,لڑکے نے خط لکھا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-03.json,,,images/discover/كتب-الولد-رسالة.jpg
discover_card_only,no,,,كتت رسالة,كَتَبْتُ رِسَالَةً,katabtu risaalatan,I wrote a letter,میں نے خط لکھا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-03.json,,,images/discover/كتت-رسالة.jpg
discover_card_only,no,,,الكتاب على المكتب,الْكِتَابُ عَلَى الْمَكْتَبِ,al-kitaabu 'alaa al-maktabi,The book is on the desk,کتاب ميز پر ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-04.json,,,images/discover/الكتاب-علي-المكتب.jpg
discover_card_only,no,,,ذهبت من البيت,ذَهَبْتُ مِنَ الْبَيْتِ,dhahabtu minal-bayti,I went from the house,میں گھر سے گیا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-04.json,,,images/discover/ذهبت-من-البيت.jpg
vocabulary_word_and_discover_card,yes,cmq6hkx690030145kdo99yazo,20,مكتب,مَكْتَبٌ,maktabun,a desk / an office,ایک ميز / دفتر,WORD,2,warsh-backend/prisma/fixtures/chapter-41-lesson-04.json,,,images/words/cmq6hkx690030145kdo99yazo.jpg
discover_card_only,no,,,الولدان المجتهدان,الْوَلَدَانِ الْمُجْتَهِدَانِ,al-waladāni al-mujtahidāni,the two diligent boys,دو محنتی لڑکے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-05.json,,,images/discover/الولدان-المجتهدان.jpg
discover_card_only,no,,,بنتان,بَنْتَانِ,bintān,two girls,دو لڑکیاں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-05.json,,,images/discover/بنتان.jpg
vocabulary_word_and_discover_card,yes,cmq6hkx6b00az145k8azev24y,307,سنة,سَنَةٌ,sanatun,a year,ایک سال,WORD,2,warsh-backend/prisma/fixtures/chapter-41-lesson-05.json,,,images/words/cmq6hkx6b00az145k8azev24y.jpg
discover_card_only,no,,,ولدان,وَلَدَانِ,waladān,two boys,دو لڑکے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-41-lesson-05.json,,,images/discover/ولدان.jpg
discover_card_only,no,,,كم سنة عشت,كَمْ سَنَةً عِشْتَ؟,kam sanatan 'ishita?,How many years did you live?,تم کتنے سال جیے؟,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-42-lesson-01.json,,,images/discover/كم-سنة-عشت.jpg
discover_card_only,no,,,كم 책با لدبك,كَمْ كِتَابًا لَدَيْكَ؟,kam kitaaban ladayka?,How many books do you have?,تم کے پاس کتنی کتابیں ہیں؟,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-42-lesson-01.json,,,images/discover/كم-책با-لدبك.jpg
discover_card_only,no,,,ذهت غدا,ذَهَبْتُ غَدًا,dhahabtu ghadan,I went yesterday,میں کل گیا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-42-lesson-02.json,,,images/discover/ذهت-غدا.jpg
